Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Khakis,3.0,939.890329715195,46522.366404112305,Social,313.296776571732,Yes,148.492962210419,Yes,Female,After_16:00,0.9277172684669491,0.755885705118999,887.741933111101,,78.9213707437739,12.686,3314.0,74.19807414989921,361.21322365943297,2207.3560694230605,35797.3697413346,Yes,22050.159826025,19.0056103206246,488.62986098290395,81.762928981334,98478.1669868093,70.0,30-45,0.0,435.07014297111505,10.0,Motorcycle_or_truck,Public_Sector,190.257890913166,0.0,No
Turquoises,,227.565878727923,36260.0223432815,Education,75.85529290930769,Yes,478.01571851596196,Yes,Female,After_16:00,0.17116170236840803,0.8416465313639491,230.22484919056302,9.71894410904497,82.9322290606797,11.095999999999998,4904.0,,417.29888961280096,5614.75496438523,46713.983399281395,No,228499.02714833198,20.4278948894104,286.81097466729597,71.9421037472785,5839.880755266171,100.0,Below_30,0.0,536.496768491942,15.0,Car,Student_or_Unemployed,226.25239197764802,0.0,Yes
Greens,8.0,583.7750501446201,54856.4659564634,Social,194.59168338153998,No,281.905500806554,Yes,Male,By_16:00,0.7735783853568141,0.568754151696339,721.31217434071,1.5951651777140803,59.906066115945606,6.067,3933.0,30.7234042091295,488.00235693619004,3795.0597219379206,58625.1700777249,Yes,79470.7113849938,22.0907753810542,261.156647372864,77.53116600215441,38070.5149246431,70.0,45_and_up,0.0,788.9706715214501,13.0,Foot_or_bicycle,Student_or_Unemployed,643.156000396447,3.0,
Whites,5.0,66.170393389427,11782.2559454065,Healthcare,22.056797796475703,Yes,534.1779914802111,No,Male,After_16:00,0.6283895224332811,0.295833844225854,992.327663116157,0.511464443989098,73.0851828120649,3.5060000000000002,6494.0,84.9309977842495,420.557758707296,6182.8954322167,53287.6420095354,No,285346.126581832,20.5075049361763,95.61611832426429,20.9095472935587,518.559126831089,80.0,30-45,3.0,661.528378893026,8.0,Public_or_other,Public_Sector,459.21719381687797,1.0,No
Oranges,8.0,539.003413955988,79936.1167098563,Other,179.667804651996,No,444.910633069108,Yes,Female,By_16:00,0.55971720837988,0.184157096780837,258.39437241666,1.15300613688305,71.8013204168528,7.274,4726.0,68.70984255801889,323.906656564306,5096.91964381969,43720.76757668,Yes,197945.471417954,17.9974069400096,192.411623511962,71.31801226641979,32470.1878331197,50.0,30-45,1.0,558.719103983497,,Car,Public_Sector,445.424099537422,0.0,No
Turquoises,4.0,695.590715602649,9247.78459769068,Education,231.86357186755,No,39.8845947347581,Yes,Male,By_16:00,0.9674050020985309,0.773003890179098,337.618389632553,1.5368736255914,29.483420052565602,6.396,9604.0,45.5842109397054,12.630893804131,424.107734955843,2432.14208919784,Yes,1590.7808971559,3.5539968773383905,817.281061469276,83.8665366172791,54002.5795310459,100.0,45_and_up,1.0,31.522187253203896,14.0,Public_or_other,Services_or_Retail,32.3318467120203,1.0,No
Browns,4.0,890.6283582679221,156750.622338856,Social,296.876119422641,No,528.000105376282,No,Female,After_16:00,0.22624888527207102,0.9301855119410899,501.065762480721,8.18450912833214,59.4495147932321,2.083,7917.0,15.291501441970501,459.204186103639,6198.4094259701005,56271.8503212004,No,278784.111277365,21.4290500513588,64.1899883015022,90.46582563314591,88442.30640286859,70.0,45_and_up,4.0,695.638422411609,6.0,Public_or_other,Hightech,459.109288761413,0.0,No
Blues,,1343.1218537796601,,Financial,447.707284593221,No,224.18326674960602,Yes,Female,After_16:00,0.11845830269157902,0.642327151726931,21.1678096093237,9.592009314801539,96.6932285577059,9.459,4541.0,24.450096837244896,611.547187669203,3464.9270428344603,58913.2888596505,Maybe,50258.137090524804,24.7294801334198,376.89728976102504,47.270220075733995,200899.51996242898,60.0,45_and_up,2.0,707.1238023461771,12.0,Motorcycle_or_truck,Services_or_Retail,268.62601353786897,0.0,Yes
Yellows,4.0,86.8333927587944,18872.386842846998,Social,28.9444642529315,No,652.0205963368489,No,Female,After_16:00,0.100516590988263,0.327883678954095,691.4580280426891,3.6547664250247203,85.8381183352321,10.357999999999999,3642.0,1.3502454617992,308.255941718943,7136.717846806371,44635.12689920519,Maybe,425130.85804746,17.5572190770333,269.722796783601,50.8906096685678,876.72647514216,,30-45,1.0,535.899829440807,11.0,Motorcycle_or_truck,Hightech,386.53484452014703,2.0,No
Browns,6.0,566.324162938898,92763.82441017381,Education,188.77472097963297,No,491.39961075711096,Yes,Female,By_16:00,0.9806100083515049,0.41007796465419205,894.579637795687,2.89204843807966,31.4218453830108,6.216,3784.0,26.103811431676103,421.08084101767196,5756.15778960646,52287.0410151196,Yes,241473.577452241,20.5202544091849,96.2866651152112,54.0565880713984,35834.670001917795,100.0,45_and_up,2.0,650.868812574984,,Foot_or_bicycle,Industry_or_other,445.512189166735,3.0,No
Oranges,6.0,871.358863853161,136719.44317856198,Military,290.45295461772,Yes,470.71114617685896,Yes,Male,After_16:00,0.616763945901766,0.9401874276809391,627.9615897219629,9.86602304270491,28.688946412876202,2.104,9896.0,53.775160969235,270.280900209453,5247.67326218749,43734.7666936257,Maybe,221568.983135132,16.4402220243357,257.89153204983603,34.0833862312138,84663.3718007812,30.0,30-45,,597.067515933648,6.0,Public_or_other,Hightech,613.4871822549089,0.0,No
Blues,2.0,1967.4096496919396,98485.5292011332,Social,655.803216563981,Yes,150.175428716466,Yes,Male,By_16:00,0.5993386593181639,0.702204272849485,481.869682436809,,97.5430722581223,9.745,4255.0,99.8105240752921,41.2093142513186,1584.1729156673,13565.5065090396,Yes,22552.659390174304,6.419448126694269,599.947237068033,27.831175061874102,430743.662072228,70.0,30-45,3.0,219.84025354031502,9.0,Motorcycle_or_truck,Services_or_Retail,335.468655684963,1.0,No
Turquoises,4.0,495.00637784043,,Social,165.00212594681003,No,686.679155915044,No,Male,After_16:00,0.796913772122934,0.33190135867334897,360.835066298023,7.60036932071671,55.4939908673987,11.7,4300.0,17.6536584505811,950.16776711845,8767.12709338734,108545.16556963301,No,471528.26316819794,30.824791436738895,634.8621847753029,43.8506084261462,27400.703692913703,70.0,30-45,1.0,1377.25800490249,12.0,Car,Hightech,906.878197808762,1.0,Yes
Browns,3.0,451.25523908521797,48225.718119907804,Education,150.41841302840598,No,320.610470147698,Yes,Female,By_16:00,0.0615963458549231,0.16552627854980498,175.24973792024,8.91021810472012,73.2718765968457,0.147,9853.0,,383.86580384653,3973.83630917003,45715.9100308287,No,102791.073568328,19.5924935586701,229.803637295009,47.2502094693482,22786.1173910125,100.0,30-45,0.0,585.285221141765,9.0,Public_or_other,,415.489901330237,0.0,Yes
Khakis,3.0,106.96828847344801,8861.46034263288,Social,35.6560961578159,Yes,248.52581458754102,Yes,Female,By_16:00,0.7687634069006891,0.7904175268486141,831.181508954614,3.0950419441796804,66.9713717885315,7.122999999999999,8877.0,25.488687935285302,477.506344555877,3440.27083498716,46691.834512325804,Yes,61765.080516400594,21.8519185554925,403.309485027485,14.5576848182827,1317.0132893732302,70.0,Below_30,1.0,547.355858947465,11.0,Foot_or_bicycle,Public_Sector,185.495134776843,1.0,No
Greys,4.0,410.564880344392,74803.2514307163,Foreign_Affairs,136.854960114797,No,546.5877989951509,No,Male,After_16:00,,0.7448720398824659,249.79324266314498,,59.609368164092295,2.287,9713.0,11.4340550033376,660.857502180933,6787.592994313371,72038.6178505898,Maybe,298758.222010363,25.7071488535958,181.710541341515,49.482707842253106,18876.1350681376,40.0,30-45,3.0,864.1702078014321,7.0,Public_or_other,Hightech,429.479351878155,0.0,No
Turquoises,3.0,,33340.499693274396,Financial,275.03156632197005,No,121.224265778437,Yes,Male,After_16:00,0.891773754730821,0.5613660158123821,943.2123892474921,7.83086521551013,19.3783587310463,8.436,7564.0,3.10867780353874,84.6822436433858,1381.6071450711402,11378.3481222978,Maybe,14695.3226135212,9.20229556379199,683.8280717313289,49.113507452420905,75927.394039838,60.0,Below_30,0.0,143.618100478488,9.0,Car,Services_or_Retail,110.56330924319401,1.0,Yes
Khakis,1.0,982.869452247687,224158.914049515,Financial,327.623150749229,Yes,684.197418701622,No,Female,By_16:00,0.273349603405222,0.343828127952293,673.150181770325,2.67429468221962,15.4131594579667,10.366,5634.0,,660.380037385039,8162.7342617863,85530.3311038088,No,468126.10775796295,25.697860560463802,482.41801103054496,12.351133069023499,107674.552057601,60.0,Below_30,1.0,1120.77421019231,9.0,Public_or_other,Industry_or_other,916.02486935122,0.0,
Purples,5.0,766.004208146718,99452.1262289795,Education,255.334736048906,Yes,389.49704912037805,Yes,Male,After_16:00,0.7936534613836558,0.0113503995817155,4.10075066611171,5.23437206167728,44.438786245882504,5.867999999999999,4132.0,22.827496053651,457.47857480807,4809.92764081992,55002.4697065824,Maybe,151707.951273482,21.388748790148302,119.038170923509,59.435628936625996,65461.1621692133,100.0,45_and_up,1.0,706.826811084743,12.0,Car,Student_or_Unemployed,512.292777690885,0.0,No
Violets,1.0,439.65658411365195,111822.990613835,Social,146.552194704551,No,763.0250153487669,No,Female,By_16:00,0.5215528928674761,0.8916094955056909,116.85656104236799,7.7688664710149204,86.4820325979963,6.811,9189.0,63.42801824212071,941.794667809545,9513.839489106758,103249.38673766599,No,582207.174047986,30.688673282003304,535.407801439459,65.1757132727653,,70.0,Below_30,5.0,1248.57831238898,9.0,Car,Industry_or_other,649.321219651029,0.0,Yes
Blues,1.0,1100.74509764267,115722.175429415,Social,366.915032547556,No,315.39229839108896,Yes,Female,By_16:00,0.265487211290747,0.272020297823474,570.882050320506,9.20672739390284,73.2681988505647,9.084,4916.0,70.7141552818939,39.375530090183,3232.67404409125,27181.1343543231,No,99472.3018844136,6.274992437460231,586.020944396835,99.3391280528158,135003.556141922,70.0,30-45,1.0,472.834225930274,9.0,Car,Student_or_Unemployed,811.71403802,1.0,Yes
Oranges,8.0,53.584866942354495,9257.30928162814,Military,17.8616223141182,No,518.279309618533,No,Male,After_16:00,0.848433302249759,0.4495011516846721,172.81315941363601,9.94404551573098,14.3000515177846,3.179,8821.0,74.7655398212373,253.360634023866,5689.51436423306,38413.2417483139,No,268613.442778663,15.9173061170497,264.64459483604304,79.96531969401991,346.899174006322,30.0,Below_30,2.0,482.757779037453,7.0,Public_or_other,Public_Sector,405.810554908239,2.0,No
Purples,2.0,206.21993069546298,26352.6113665375,Social,68.73997689848761,No,383.36660202045096,Yes,Female,After_16:00,0.8191558250691741,0.5983749341685319,108.315554447472,7.1995981363579595,81.0528297210112,0.47600000000000103,9524.0,20.767606724984898,502.394425626534,4838.45487145758,58375.8875195349,Maybe,146969.951544707,22.4141568127497,116.883989332776,79.46247844956821,4803.9244009031,70.0,45_and_up,2.0,744.1242788108051,10.0,Foot_or_bicycle,Hightech,507.265271089759,0.0,No
Khakis,6.0,888.7181114904789,5470.522921916439,Financial,296.239370496826,Yes,18.4665627419535,Yes,Male,After_16:00,0.518276349641383,0.48619180172681803,182.415840681642,5.318160855676981,27.961526601575304,12.964,3036.0,59.823796688578994,18.695264938287398,222.056157296109,2006.78408927106,Yes,341.013939502504,4.32380213912332,839.6588351353281,13.543660542927698,88064.0040028527,60.0,45_and_up,3.0,22.960032275064002,10.0,Motorcycle_or_truck,Industry_or_other,8.57527511281986,1.0,Yes
Browns,6.0,438.303301330077,46850.0476228471,Environment,146.101100443359,Yes,320.668684087086,Yes,Male,By_16:00,0.986632351065055,0.917895756661892,562.052295077592,7.46151319006458,55.6635559536517,2.58,7420.0,22.3399774404243,397.933010821547,4002.55286251395,46540.660618880596,No,,19.9482583405556,228.271333103778,84.25914074759929,21501.6326512038,90.0,Below_30,3.0,591.394667793239,8.0,Public_or_other,Public_Sector,402.37617929027704,0.0,No
Khakis,9.0,228.29248576823602,73531.5709982014,Social,76.0974952560787,No,966.281094413914,No,Female,By_16:00,0.7108189456630502,0.18748359568417103,100.93738255091,0.304514979943633,28.806634736247396,11.474,4526.0,10.6195040047169,717.471462325193,11097.7538687895,94398.7715382438,Yes,933699.153421751,26.7856577728678,648.358516126866,14.862129627727,,70.0,30-45,0.0,1189.61929395128,11.0,Foot_or_bicycle,Services_or_Retail,894.533736834427,0.0,Yes
Purples,9.0,291.661422619135,37427.337254704,Education,97.2204742063784,No,384.973819148977,Yes,Male,After_16:00,0.593025244539604,0.8746913864742959,396.316576981917,1.5727499453350902,74.3609866593033,4.672,5328.0,14.898372162133501,504.87116987496904,4859.480531239699,59564.1441536208,Maybe,148204.841430149,22.469338438747396,125.172298706494,60.196654708124704,9559.041079119459,100.0,30-45,1.0,767.4443834565151,14.0,Public_or_other,Services_or_Retail,549.1258973082901,0.0,Yes
Whites,1.0,506.191072830254,93242.82847046359,Healthcare,168.73035761008498,Yes,552.61441859761,No,Male,By_16:00,0.508681450271979,0.0926493348088115,52.383027505129604,9.02588907629251,44.7670818306506,6.902,3098.0,43.157887365669005,431.462059313097,6389.0683046022905,54979.110766604295,Yes,305382.695641974,20.7716648180423,88.42511757880159,89.311031694524,28648.6639368371,80.0,Below_30,3.0,684.1794888371401,8.0,Motorcycle_or_truck,Hightech,481.204387191183,0.0,No
Khakis,2.0,68.2701100924815,20201.8274250379,Healthcare,22.7567033641605,Yes,887.7308414035831,No,Female,By_16:00,0.265595254022628,0.37976823351346,429.487291490659,6.80790805723518,65.7864919863641,8.769,7231.0,81.2257437501103,752.847582218237,,94150.6194216846,Maybe,788066.046779114,27.4380681211021,562.025362170537,33.9076462434605,550.624251368554,80.0,30-45,0.0,1175.7139198838302,14.0,Public_or_other,Industry_or_other,818.75602349412,0.0,No
Turquoises,8.0,433.59540906468396,92817.20154133279,Environment,144.531803021561,No,642.192234518006,No,Female,By_16:00,0.366923304274678,0.120218367082998,172.923110425472,3.77345726592466,93.11442603357142,7.144,8856.0,73.6282635247335,819.223657528099,8060.36966023626,97895.71295169099,Maybe,412410.86607523,28.6220833890215,555.8034047671499,,21043.9738876849,90.0,45_and_up,3.0,1267.61947963224,14.0,Foot_or_bicycle,Services_or_Retail,932.197928810303,0.0,No
Purples,1.0,35.2119226471059,4895.11584777885,Education,11.737307549035302,Yes,417.056111661757,Yes,Female,By_16:00,0.40917055797763197,0.309369173366576,852.259457111359,3.95755174104124,57.608066033571994,3.647,6353.0,70.2265611849725,400.886805346939,4972.3347273114505,50463.039308825195,Yes,173935.800274424,20.0221578594051,129.526515077698,49.64594934135679,159.50169604967599,100.0,30-45,3.0,648.2024529962509,12.0,Motorcycle_or_truck,Services_or_Retail,491.39743403565996,0.0,No
Turquoises,5.0,833.1296762484579,116941.887111955,Environment,277.709892082819,Yes,421.09370406251406,Yes,Male,After_16:00,0.6072638749610629,0.784632755676284,83.0906871706247,9.6071486454457,8.316864236257969,11.735,4265.0,12.064259708859,217.48663641158,4645.9103134483,28832.4385426475,Yes,177319.907601088,14.747428128713802,429.79095537027496,73.53941446635869,77410.49405273389,90.0,Below_30,3.0,330.78027058229003,15.0,Car,Industry_or_other,185.86585481123402,0.0,Yes
Pinks,4.0,451.355629889509,106087.57720560199,Education,150.451876629836,No,705.1263140214169,No,Female,By_16:00,0.40051432303153,0.694513602880761,252.788318088278,6.42808569828048,90.635905507952,2.158,7842.0,30.3094798466191,649.765147872152,8350.79343595847,75836.03710580639,Yes,497203.11872543,,254.483705432267,38.92535888589921,22796.2190580694,100.0,30-45,0.0,913.294263132082,11.0,Foot_or_bicycle,Industry_or_other,515.985997290007,0.0,Yes
Purples,9.0,115.990949277962,15122.7203024051,Education,38.663649759320705,No,391.135353142895,Yes,Female,After_16:00,0.5500499405898149,0.8955374034121629,977.825121022761,5.97986720269546,50.0156326917931,4.85,5150.0,88.5335161117837,405.618252799819,4722.59003702859,51855.4199014114,Maybe,152986.864478217,20.139966554088897,,59.738103044219294,1543.54146247074,100.0,30-45,0.0,681.488629660141,15.0,Motorcycle_or_truck,Hightech,554.637333652028,1.0,Yes
Purples,4.0,495.642600162885,51917.555884428395,Environment,165.21420005429502,No,314.243908013757,Yes,Male,By_16:00,0.9316450287587941,0.273359911283478,21.076656645163897,4.78010631399229,22.013492626138,6.684,3316.0,14.102944219484902,373.393590093608,3889.22626032479,48490.8933401108,Yes,98749.23372375869,19.3233948904847,237.708846197549,51.0084181558341,27470.9460996349,90.0,45_and_up,3.0,656.1147022418891,13.0,Public_or_other,Industry_or_other,577.272160712531,,Yes
Blues,4.0,1521.8857856730401,493659.730180216,Social,507.295261891013,No,973.121113609523,No,Male,After_16:00,0.0381383330095559,0.5214443528093401,834.31978453882,7.197918328456581,80.4359481204301,7.4079999999999995,6592.0,34.7704272018746,144.306803122163,,36544.7066419292,Yes,946964.701752637,12.0127766616284,606.518333304222,57.3976516257972,257865.777998962,70.0,45_and_up,2.0,411.03830940555804,9.0,Public_or_other,Hightech,367.70015046931803,,No
Purples,9.0,84.33695352712041,11842.411852213501,Environment,28.1123178423735,No,421.25348463311303,Yes,Female,After_16:00,0.229412810178474,0.5714448182843629,483.58997446484904,1.55969586921856,24.401285382919003,6.88,3120.0,1.70217212289572,419.99526001436897,5052.5253663598705,53681.2201667626,Yes,177454.49831554102,20.4937858877848,128.121231922653,58.44467724673451,828.414732313004,90.0,Below_30,1.0,700.996954799073,13.0,Car,Public_Sector,561.751744645658,0.0,No
Whites,8.0,874.921379459425,155822.435589991,Environment,291.64045981980803,No,534.2963582154081,No,Female,By_16:00,0.37246229476295395,0.7052626246586441,442.899729358032,5.2397985546849695,5.58415958657861,3.62,6380.0,84.7457891097292,485.512330461294,6313.98824307666,60668.4049746523,Yes,285472.598402247,22.034344339264898,65.6758800741864,69.4478303892538,85355.7982637291,90.0,Below_30,1.0,767.442482108158,9.0,Foot_or_bicycle,Industry_or_other,554.103497742906,0.0,No
Khakis,5.0,192.80326960105302,1823.43645235887,Environment,64.26775653368439,No,28.372492688509396,Yes,Male,By_16:00,0.596900057280436,0.672833136981353,942.875983659178,2.40620344644412,94.1681677941233,9.657,,72.4605900002643,201.786963734776,687.298854354646,20323.2801952711,Maybe,804.998341359522,14.205173836837599,653.017789133967,8.727430808357889,4204.61228640662,90.0,30-45,1.0,264.836619255896,13.0,Foot_or_bicycle,Student_or_Unemployed,160.782205251493,1.0,Yes
Purples,4.0,387.273423561613,57474.5912921622,Social,129.091141187204,,445.224906710013,Yes,Female,By_16:00,0.7045115823857491,0.7757708861026908,680.286755319685,4.61019188631326,41.4894862333313,1.694,8306.0,86.2992084119469,432.43100806636704,,54253.5755612583,Yes,198225.21755494,20.7949755485879,90.6891355136935,18.8091157004237,16803.6138742019,70.0,Below_30,4.0,696.542387102007,11.0,Car,Student_or_Unemployed,525.663978342551,0.0,No
Whites,1.0,127.943565497341,21339.406235399198,Financial,42.6478551657802,No,500.362940936864,No,Male,After_16:00,0.725216815946624,0.544186940882355,82.0246166549623,6.19660450611264,99.07940295524901,4.487,5513.0,62.0220951735973,440.83463901105904,5885.298687390749,55516.958704410594,Yes,,20.9960624644494,60.11016815462789,68.4282569680363,1871.48740540714,60.0,45_and_up,2.0,702.0921993688389,7.0,Public_or_other,Student_or_Unemployed,510.60946033039903,1.0,Yes
Purples,7.0,1028.88929524101,123817.91238051599,Environment,342.963098413669,Yes,361.024007985755,Yes,Male,By_16:00,,0.224966899724677,550.511780427769,9.87727073254064,64.12322942633179,0.289999999999999,9710.0,46.424722135998294,,4231.00764977835,41862.8323575965,Yes,130338.334342099,17.6177122510387,236.561179016681,19.609592994675,117976.64997191801,90.0,Below_30,2.0,552.289577371778,11.0,Car,Student_or_Unemployed,473.68354021769005,0.0,Yes
Violets,6.0,307.36459669420503,3259.2611260601398,Healthcare,102.45486556473499,No,31.811677347825103,Yes,Male,By_16:00,0.0882559064775705,0.0395049075596035,940.948832081631,3.60668737906963,22.617238643579196,10.306,5694.0,74.35666918754579,14.665946460065301,347.44866639838096,6042.26842397969,Maybe,1011.9828156821301,3.8296144009632798,742.9533578815871,36.885769106447704,,,30-45,1.0,110.471697641481,13.0,Foot_or_bicycle,Hightech,188.18235618527999,2.0,Yes
Greens,10.0,820.974151582018,63379.0295972638,Environment,273.65805052733896,No,231.59936086342898,Yes,Male,By_16:00,0.250180367380381,0.136750167468563,651.575920404866,6.991862815339121,19.161069625988603,4.874,5126.0,74.15113849565391,488.397300625314,3292.78820988492,57875.845981511105,No,53638.2639523489,22.099712681963002,305.944963163612,56.6465260460973,75172.3866689511,90.0,30-45,1.0,785.9103935362489,15.0,Motorcycle_or_truck,Services_or_Retail,646.385773774246,0.0,Yes
Purples,10.0,926.5062201439999,128051.55352247,Healthcare,308.835406714667,Yes,414.627179197678,Yes,Male,By_16:00,0.992396750953048,0.7867322226520629,554.856192553416,9.775763594079761,99.2944677826017,1.929,8071.0,1.40412212349474,368.257368784178,4882.78652954514,48305.3114561148,,171915.697729424,19.1900330584441,157.512958732248,24.442263925448103,95698.1438473282,80.0,30-45,1.0,629.330434760745,11.0,Motorcycle_or_truck,Hightech,512.8721698704351,0.0,No
Greys,3.0,590.752506240595,108054.125981059,Foreign_Affairs,196.91750208019798,No,548.727892846476,No,Male,After_16:00,0.48057510680519,0.4958945447579029,882.7011839021001,2.52626900095493,87.3434038134292,5.367999999999999,6632.0,99.25688628572969,467.193235237861,6421.6653989404895,55725.90907785019,Maybe,301102.30038773397,21.6146532527788,122.70981551835399,18.469540495425502,38983.4201275852,40.0,Below_30,3.0,671.478789703749,6.0,Motorcycle_or_truck,Student_or_Unemployed,392.264177410054,0.0,Yes
