Vote,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,Avg_government_satisfaction,Weighted_education_rank,Number_of_valued_Kneset_members,Avg_education_importance
Greys,Foreign_Affairs,48.98501599,611.203103,2.886,9114,588.8022977,142.6341272,8,509.6185268
Reds,Other,103.3716615,407.1899877,7.814,4186,440.6831622,125.6394738,10,560.4408119
Browns,Education,110.4987387,529.5986575,5.45,4550,486.8004613,35.04350152,10,486.668134
Purples,Environment,187.3027782,437.1859662,6.454,,492.1529038,65.06940777,11,515.0614763
Purples,Social,23.91574094,411.5643059,3.776,6224,478.9268367,92.08846588,13,485.3256913
Purples,Education,145.8472909,392.4215102,3.782,6218,482.213603,115.8532576,12,460.8529704
Purples,Social,81.32643695,397.4150889,1.313,8687,397.128496,153.243646,13,451.2413627
Browns,Healthcare,112.3933323,340.8339619,0.387,9613,374.9451017,222.2965396,8,408.1131333
Greys,Military,18.52787597,586.171583,6.147,5853,575.36313,114.7860551,6,491.5919468
Reds,Other,36.41127571,457.6685582,7.744,4256,521.6376213,84.10421897,10,569.3785416
Purples,Financial,196.9338532,367.0409038,5.549,4451,,142.4875863,12,464.6322085
Violets,Education,163.3724351,160.1917296,11.192,,97.40028055,599.1714785,14,214.6050702
Yellows,Healthcare,-26.74931918,576.6871338,6.113,7887,570.3591991,160.0665818,11,621.6140502
Blues,Financial,523.7274905,316.8579226,4.767,9233,702.1462889,285.6097088,11,415.3314515
Purples,Social,,455.7859671,0.593,9407,378.8260442,129.4154469,12,510.5047435
Browns,Environment,101.7593389,323.2621751,4.522,5478,374.9182902,246.0793313,9,383.0669233
Blues,Education,374.869403,157.3135722,5.595,8405,829.1472232,669.8732835,12,27.81536058
Reds,Other,68.04915323,463.8848789,5.9,6100,372.6199988,135.0330057,7,526.5319797
Whites,Social,77.3039449,552.5588575,3.787,6213,396.4916066,118.8194457,8,474.6693923
Reds,Other,55.29639636,585.2129145,3.566,8434,473.0146813,144.4771988,10,613.5086462
Reds,Other,162.7259686,516.8114142,5.376,6624,451.3393911,62.98892551,8,536.2922338
Khakis,Education,105.6854854,15.43086795,11.157,4843,59.00517059,791.7473026,16,55.50015981
Purples,Social,81.25362148,328.6921305,2.772,7228,380.2518639,209.0258086,13,502.4054929
Browns,Healthcare,222.5245005,501.8525566,4.112,5888,412.2700721,93.60441638,8,467.414504
Browns,Healthcare,102.1937959,506.1299627,6.825,3175,441.6801839,60.65465189,8,484.5013097
Purples,Social,108.253156,400.9870574,2.833,7167,399.3850862,141.2192236,13,496.0068251
Browns,Financial,117.8510174,516.1855868,4.763,5237,445.8240872,58.33630696,6,485.6430519
Purples,Healthcare,301.7628092,474.5007619,4.233,5767,357.8618418,147.2332703,12,528.708339
Browns,Education,328.9831962,479.5674706,2.601,7399,453.3922014,59.57822125,9,469.0195336
Purples,Education,175.7675565,330.9544674,0.211,9789,399.0866138,199.6934778,13,466.5697519
Khakis,Healthcare,320.4199047,93.35867886,8.168,7832,105.4528629,743.7960352,14,18.12041495
Khakis,Financial,180.5169588,66.95169346,7.672,,485.638088,604.6399333,12,78.27455779
Khakis,Healthcare,307.696098,251.5843963,12.293,3707,419.1147715,310.9879771,14,331.2967412
Reds,Other,206.4945635,457.8016102,8.514,3486,467.2177337,152.1982125,11,642.5093499
Purples,Education,132.2849145,369.3979265,5.253,4747,458.3339329,158.8920549,14,419.6649368
Purples,Environment,110.6695813,440.5825198,0.873,9127,397.2805789,134.8807827,11,564.1179312
Reds,Other,248.4431901,442.5484671,6.243,5757,405.4808524,149.583083,10,600.700302
Blues,Social,667.230758,778.8791081,9.048,4952,487.3919012,409.6929649,12,
Purples,Environment,96.58081399,374.9343234,3.206,6794,363.8368404,250.6499364,13,669.2440874
Purples,Healthcare,223.7994248,433.3757974,4.233,5767,486.9070406,115.5008831,11,593.4357749
Yellows,Social,275.6172207,247.1938087,7.015,6985,564.3513323,281.7544095,13,606.4588322
Purples,Environment,143.1712786,378.6029829,6.858,3142,400.0824593,158.2470092,12,482.0733378
Khakis,Social,161.9506288,73.35669554,9.526,6474,,539.0698236,13,178.8146298
Browns,Education,83.74832858,307.0909146,3.145,6855,350.978378,267.1668611,10,390.6529716
Whites,Education,61.53551376,572.1257565,1.757,8243,386.1797589,140.1158019,11,461.5908096
Khakis,Education,99.50262377,16.74224868,12.169,3831,63.82896623,811.2538582,16,15.90331791
Browns,Education,238.9622625,297.6851209,6.447,3553,362.9392398,266.8035443,10,392.9151319
Purples,Social,310.8173712,362.8556077,1.508,8492,455.8230454,144.1276751,10,496.4504813
Khakis,Environment,37.54868751,33.53964379,6.912,9088,83.04283209,778.6012371,14,36.55491943
Blues,Financial,552.389589,698.8401941,4.221,9779,153.0029818,483.9767018,11,227.4397416
Pinks,Healthcare,44.72591539,675.3769685,5.994,4006,646.5752462,228.74426,9,490.9141541
Purples,Social,89.49538364,381.371743,5.264,4736,400.7506665,154.8037185,9,493.5892522
Greens,Financial,90.4252475,317.7591755,4.063,5937,503.2362951,222.281469,9,627.2275903
Turquoises,Financial,94.22932292,38.42665942,12.917,3083,13.88043414,829.5812521,9,11.28446633
Yellows,Financial,351.8785851,634.8299618,4.179,9821,550.1292361,192.6677679,8,628.1749192
Khakis,Financial,14.28003814,80.599741,12.141,3859,231.5164873,626.8573292,12,119.2505583
Yellows,Healthcare,288.5283547,568.4969635,9.303,4697,356.1719785,181.0330937,13,585.9921348
Reds,Foreign_Affairs,135.1860619,,3.05,8950,503.2293189,114.2899394,6,578.1537953
Khakis,Financial,286.4435787,38.17293586,12.788,3212,179.4046271,709.6666423,,66.91673687
Purples,Environment,89.40986379,434.040197,6.039,3961,490.7192102,73.81540557,12,468.1898534
Purples,Environment,133.0779944,391.2688991,3.12,6880,471.4754951,112.9197842,12,510.7134481
Purples,Education,304.5836529,422.7905342,6.978,3022,431.2925916,133.0804718,15,583.8355675
Purples,Environment,268.5323043,411.3425577,3.858,6142,346.8353821,185.5465037,11,555.7491058
Purples,Environment,31.04034472,347.2574305,6.871,3129,421.373302,174.9002057,12,532.8273023
Greens,Healthcare,94.33110508,286.379763,2.688,7312,482.1460253,252.5737853,12,633.5707564
Greens,Education,78.19953041,,5.351,4649,501.3198563,285.2797993,12,659.5322847
Purples,Financial,101.1997981,427.8007625,1.257,8743,350.305751,167.6363786,8,478.0715402
Purples,Environment,,427.780097,6.04,3960,429.9852879,104.1838967,14,527.1387184
Whites,Education,54.27279264,496.9831944,6.837,3163,448.9954333,51.21325044,11,
Khakis,Healthcare,19.46507347,138.8806732,,8272,286.4556616,491.7407194,11,243.4837579
Pinks,Education,55.5396327,676.2749519,4.437,5563,673.6867554,247.7723573,9,487.7039286
Khakis,Environment,116.5480425,212.0532745,8.226,7774,278.8461099,426.7795541,11,275.6823058
Blues,Social,358.6951134,520.107683,7.645,6355,887.3850203,516.0126098,12,840.2903769
Browns,Education,126.3344307,538.7710515,3.182,6818,456.709167,62.3055831,10,477.5345815
Yellows,Social,294.9946703,583.3102898,6.35,7650,351.5064771,188.9523265,11,581.9271077
Purples,Environment,31.84801469,413.0390362,0.749,9251,439.1679885,109.1890155,13,474.3193022
Khakis,Social,79.87789826,181.0110764,8.927,7073,470.4315477,460.562934,12,169.1072842
Khakis,Healthcare,62.18944498,20.87489699,7.094,8906,435.7784957,693.9486095,11,2.125109427
Reds,Other,155.7952387,557.9551735,4.384,7616,470.1677661,150.3981358,9,635.5390532
Purples,Social,39.41040864,464.8327886,2.325,7675,477.2422908,99.40070873,11,590.1435234
Reds,Other,36.64220898,549.4185183,6.952,5048,524.2721699,194.3879564,7,686.4278665
Khakis,Education,33.68649938,359.0554721,10.495,5505,401.5479115,436.1330081,,99.18354943
Purples,Education,26.75182547,436.3259394,3.516,6484,365.3760901,149.6863076,16,484.9000805
Browns,Environment,147.066503,489.8232119,1.904,8096,445.1490304,70.6986888,9,456.5706469
Yellows,Healthcare,-47.30605047,279.2291987,7.99,6010,538.1865042,269.7909732,13,349.7029162
Purples,Healthcare,79.40076621,472.8904315,0.26,9740,447.5919651,71.39128895,10,459.8106318
Oranges,Other,162.660543,349.3543887,8.673,3327,248.9323854,300.5163097,9,567.6831225
Khakis,Healthcare,45.34244464,101.6646819,6.162,9838,269.7184464,649.2237765,12,41.97064243
Greens,Environment,319.2712128,281.9229347,3.6,6400,524.2453152,267.9572495,15,653.8039201
Yellows,Environment,296.0767351,509.34316,6.139,7861,,192.6435375,15,584.5151065
Pinks,Social,32.47772481,711.7850581,4.369,5631,,275.72356,8,475.0910515
Turquoises,Education,77.43141422,209.7340899,9.971,6029,68.13196765,605.7848444,15,189.8210488
Pinks,Social,162.2648444,260.2332824,2.747,7253,407.5924646,280.3739187,6,387.8291357
Khakis,Environment,145.3612048,112.4225043,7.149,8851,344.3255939,642.966424,11,11.16977743
Khakis,Financial,66.09501154,111.9392035,9.046,6954,431.8585021,506.5032478,8,181.7059622
Purples,Healthcare,203.7554799,374.5579246,,3544,466.3120631,136.3709145,10,458.4496094
Purples,Social,12.43722397,402.4906471,6.311,3689,457.5941679,113.2830673,12,460.9266735
Purples,Education,179.8234079,428.917339,2.976,7024,434.1569404,98.31012523,15,516.6381346
Browns,Social,41.90915591,443.0825203,3.749,6251,447.829125,109.6255692,7,422.1773443
Reds,Other,240.2730658,456.2181297,7.041,4959,461.2953941,172.9503073,7,662.7787151
Khakis,Environment,74.47993766,15.28171303,10.675,5325,266.7705504,627.0945536,15,177.6651038
Turquoises,Education,64.42433484,146.7834448,11.968,4032,61.17457534,713.6427646,15,61.87181417
Purples,Healthcare,206.675327,350.1492975,6.672,3328,343.8704761,218.9344591,11,533.1758365
Reds,Other,56.24937233,529.253859,2.988,9012,,132.6393581,10,561.2825643
Purples,Financial,248.8643259,412.404404,2.959,7041,458.4510995,108.4116343,9,548.5158002
Purples,Environment,274.7624838,365.8366935,2.054,7946,430.7012228,151.3274386,12,509.8934493
Purples,Financial,72.46883132,490.1007276,0.741,9259,417.7617257,91.96575683,11,539.9571155
Turquoises,Social,80.69155361,172.5004109,11.131,4869,40.27271406,727.4634333,13,41.09054431
Reds,Foreign_Affairs,175.2439544,,4.758,7242,451.3543467,120.8253162,8,605.3905539
Purples,Environment,128.2815298,413.3199471,4.907,5093,418.260207,129.3618987,12,449.6048068
Purples,Healthcare,110.3513411,460.1636936,1.106,,447.2776009,72.14972206,12,471.0345081
Blues,Education,475.1920822,143.6247688,4.141,9859,61.87619176,564.7795432,13,504.4895022
Blues,,519.2713706,777.2530403,9.415,4585,443.7105618,532.481761,12,951.1087192
Purples,,199.4336566,428.1360369,3.617,6383,394.4297974,127.7140878,12,501.1795505
Blues,Social,413.2285588,640.438654,9.018,4982,198.9471419,396.2518027,9,716.0084541
Khakis,Environment,32.21470974,33.14599411,11.437,4563,79.3997983,782.6104766,15,33.5003049
Reds,Other,90.0705322,598.6240456,4.989,7011,485.9621342,113.7748818,9,554.9632577
Khakis,Social,118.5754612,16.45029748,8.503,7497,354.1970083,539.5499993,12,310.1701431
Greys,Foreign_Affairs,45.83313151,664.6794286,7.842,4158,498.168566,167.2348051,7,470.9343555
Oranges,Military,74.90266409,357.406468,2.149,9851,426.2391393,255.6222378,5,301.080045
Yellows,Environment,289.9812335,239.4408448,9.11,4890,352.8757515,333.5231953,14,647.3129457
Purples,Social,42.83805452,386.5386876,4.196,5804,438.0322554,132.7182064,13,469.9891434
Violets,Social,34.89832949,31.29428365,7.14,8860,152.5621428,630.2772214,11,261.5649716
Yellows,Education,302.9048756,177.7047314,4.415,9585,515.8970149,356.2775733,14,651.0190518
Browns,Financial,144.2844552,297.3219827,6.784,3216,331.2999049,300.8018784,6,355.2807227
Whites,Education,211.1355465,313.4361271,1.639,8361,315.9296707,266.5181058,11,548.414212
Khakis,Education,48.6020414,55.45385536,7.049,8951,74.23907076,773.143603,13,32.17803896
Khakis,Social,218.987935,287.4684872,12.835,3165,478.8201803,279.6020497,13,319.5586592
Khakis,Financial,135.1130629,72.3047232,10.575,5425,230.618916,699.1341709,,16.98947139
Purples,Healthcare,55.91131409,426.3149508,6.052,3948,406.5185543,136.8758763,14,432.4223533
Turquoises,Healthcare,200.3139363,405.9772204,12.035,3965,251.2192343,510.6556097,14,64.06766663
Turquoises,Healthcare,66.20532009,22.04211848,11.49,4510,22.00953713,838.1971399,13,4.363211374
Violets,Education,46.55421408,15.31755485,9.879,6121,15.95327609,,15,47.92874679
Purples,Healthcare,221.2058344,436.4259339,2.526,7474,476.2123887,76.74813918,10,535.8157023
Khakis,Environment,171.3110256,251.4125279,11.511,4489,376.1502715,420.43492,14,184.3561573
Khakis,Financial,44.00087498,286.4664624,9.709,6291,313.4260082,521.8513063,8,61.91055733
Purples,Environment,256.2955786,472.7090092,4.354,5646,436.1229464,73.90838442,13,474.7537501
Greens,Healthcare,147.1958835,255.8201449,2.982,7018,471.0086614,273.234788,13,619.1341682
Purples,Education,41.64886206,520.9408,2.861,7139,455.4275788,55.26207117,15,474.9265345
Purples,Social,149.2029391,385.210104,1.826,8174,414.4939301,157.1229277,10,564.8043686
Blues,Environment,355.565862,805.9419275,4.528,9472,804.415779,472.0583939,11,691.2320522
Khakis,Education,56.78014673,81.99354202,11.32,4680,256.4841101,650.2969939,12,65.42343288
Purples,Education,53.35912844,454.3934177,3.037,6963,427.4811531,89.68727057,16,526.5492561
Turquoises,Education,21.95203995,100.3309462,11.29,4710,52.08180152,743.9147151,16,60.63336706
Purples,Environment,49.46660723,473.7243868,0.357,9643,426.8386803,109.584916,15,422.7609732
Greens,Environment,171.0962696,291.7370362,1.828,8172,492.7137562,269.0569326,13,670.1913087
Purples,Healthcare,242.0813295,400.8834804,6.116,3884,430.840546,124.5631791,10,469.852512
Khakis,Environment,114.4641637,276.2778391,11.632,4368,466.9332047,325.1980983,12,266.3147739
Khakis,Environment,162.027092,49.22302839,7.323,8677,467.7012201,479.1273588,11,340.8776049
Greys,Military,76.83568248,498.7041621,8.932,3068,579.8131214,114.7341093,6,417.5857883
Khakis,Education,37.68521754,10.55960332,6.17,9830,326.0560712,588.2678316,16,223.8647987
Purples,Education,143.7409627,433.1769753,0.231,9769,385.6582476,157.5505708,13,585.3394949
Purples,Financial,59.87098904,528.8818413,5.865,4135,436.1821091,135.4562907,10,615.9375812
Khakis,Environment,142.2622833,114.5714741,12.187,3813,400.0720116,538.4820637,13,137.4780263
Whites,Healthcare,39.7279216,523.1484661,4.57,5430,485.1258454,39.1289757,9,527.8205819
Blues,Environment,425.9707205,313.79414,7.492,6508,351.8218643,270.4365426,12,628.4777855
Khakis,Environment,74.97456353,39.47517268,11.694,4306,453.511168,509.8764649,15,286.1550062
Blues,Financial,369.0953431,126.6694716,8.429,5571,864.6516895,539.7311475,8,637.706839
Purples,Environment,338.0084283,473.7077009,0.778,9222,517.0867165,32.22801837,14,492.5565938
Greens,Social,176.4666499,319.7955918,5.859,4141,504.2519012,245.9546636,12,667.3379489
Greys,Military,101.5809504,537.3435811,4.19,7810,640.0118703,152.6433913,8,452.0193994
Khakis,Environment,323.3278602,461.7047912,10.845,5155,489.6420769,49.07509797,14,471.1113231
Pinks,Healthcare,129.0651534,687.4345616,4.964,5036,642.3921039,235.3898467,9,501.0741486
Khakis,Environment,240.0906912,184.0449845,,7127,304.2432982,544.5679201,11,101.9975358
Browns,Financial,61.72327073,318.2189738,3.819,6181,365.6693305,251.5392596,5,389.6236942
Khakis,Healthcare,75.76958742,60.8555399,8.34,7660,410.5968404,487.5048047,10,308.1142192
Turquoises,Social,255.060546,464.6001586,10.103,5897,280.7981994,322.6431299,12,265.9145219
Khakis,Healthcare,53.30411954,27.82775869,10.37,5630,451.1710334,544.4156673,11,233.4338255
Whites,Education,64.50058537,503.3261833,1.638,8362,392.831896,127.6403254,11,430.7469376
Khakis,Environment,57.14678427,408.0950543,12.531,3469,474.1700524,138.1183706,13,400.1852763
Whites,Healthcare,119.8248395,249.229337,0.268,9732,249.3572048,354.6225366,8,492.9709695
Purples,Social,27.84217717,378.9560678,0.084,9916,360.6718307,185.0112919,13,
Browns,Financial,146.5923113,326.7995529,6.949,3051,356.5204872,242.7892877,5,408.5567238
Yellows,Financial,334.3254139,516.6567392,9.32,4680,350.0247985,179.2176538,9,403.3099828
Khakis,Social,248.777064,113.7077167,10.063,5937,172.1249976,685.0008452,13,39.02016031
Greys,Foreign_Affairs,43.979389,387.5721395,8.391,3609,544.8628266,127.3281537,8,460.5061812
Purples,Healthcare,247.9086985,420.242898,4.61,5390,,150.6114582,12,395.1574205
Pinks,Social,275.1181981,726.3450223,3.084,,677.8911431,287.976183,6,507.2769554
Blues,Financial,562.4075943,47.22395865,5.561,8439,922.3150217,653.9624071,9,289.4989105
Greys,Military,18.70653915,542.0052041,3.586,8414,601.5781831,110.1200924,7,506.6234656
Purples,Environment,91.37452389,435.8597987,6.222,3778,406.3728379,113.5698545,15,495.74548
Greys,Foreign_Affairs,224.2206513,476.981944,8.206,3794,673.813538,176.2943885,8,481.5952578
Oranges,Military,77.85106195,644.0539939,5.301,6699,269.4453446,293.3150421,7,610.1213494
Pinks,Healthcare,116.4393853,738.2709392,6.499,3501,662.731979,288.7242547,7,510.3420416
Khakis,Healthcare,197.5649176,40.67429495,12.566,3434,309.1305938,614.7543029,10,138.7360807
Oranges,Military,114.2921773,351.4964566,7.609,4391,543.9704703,275.4538362,6,727.7896205
Purples,Healthcare,312.3628037,318.535447,5.134,4866,270.4377119,306.9906712,12,407.182738
Purples,Financial,,461.9453739,,8093,428.5651741,80.93922548,10,499.7367315
Purples,Social,,434.4904011,6.851,3149,490.0489644,69.18835435,12,480.0877496
Khakis,Environment,277.7546078,334.5962402,11.735,4265,349.9620747,411.396219,15,154.4901359
Greys,Military,192.775317,649.7796015,2.284,9716,589.492409,174.4788009,8,499.8220737
Violets,Healthcare,111.2594718,241.9717758,6.696,9304,56.37622732,551.7243847,10,297.4680752
Browns,Education,142.2552144,330.5680171,1.525,8475,407.1027201,218.0264947,10,399.0126199
Khakis,Education,272.188832,303.897459,8.477,7523,391.3485428,511.1984605,13,40.58458852
Purples,Education,268.7130806,362.17694,5.938,4062,474.8056389,151.5355829,13,557.7328432
Turquoises,Healthcare,133.5551224,304.0794082,11.971,4029,81.69953773,528.2739731,,243.6540705
Purples,Environment,89.54872994,429.3381566,2.222,7778,328.579015,216.9309173,11,387.3910632
Khakis,Financial,35.29779139,472.7361261,6.526,9474,475.4666759,262.8249795,10,239.7467252
Whites,Education,103.7418298,488.8109592,5.297,4703,474.5742722,27.92761143,11,497.1209009
Pinks,Healthcare,185.4832126,293.6403016,0.266,9734,428.7464675,223.1679492,7,453.7123932
Whites,Environment,341.8916213,503.4701026,4.045,5955,449.9884062,53.20683926,10,517.8260096
Purples,Healthcare,67.23727671,353.5820388,0.656,9344,406.8815082,196.5687083,12,592.3579136
Violets,Environment,81.05589774,53.76761732,10.856,5144,154.992712,564.8427424,15,470.1009104
Greens,Social,241.0849009,293.7615557,6.918,3082,518.8842765,242.677939,13,626.4977086
Reds,Foreign_Affairs,133.8646263,616.698742,8.513,3487,517.7098722,122.1382226,6,531.3928251
Khakis,Social,163.0089636,86.73514729,6.248,9752,482.3926534,532.2364947,9,165.0704117
Yellows,Healthcare,28.22782369,,6.866,7134,579.6766891,178.615077,10,656.9086442
Turquoises,Healthcare,64.25494918,408.854661,6.718,9282,198.6160029,340.6964696,12,369.868152
Purples,Social,57.37801829,405.7405436,6.213,3787,410.7600832,134.6648834,12,464.1388377
Khakis,Environment,36.63857402,30.84483432,6.371,9629,83.83208024,763.4951591,15,64.54328447
Purples,Social,184.9137718,364.7287625,2.552,7448,401.2431482,172.0247304,11,
Purples,Social,225.1206469,444.3014591,6.912,3088,404.2567503,118.5166067,9,542.1555306
Purples,Education,49.92182015,418.7474039,2.304,7696,450.2325541,99.01325983,14,473.0770994
Greys,Foreign_Affairs,22.7515844,554.1259186,2.014,9986,,,9,488.0203419
Pinks,Financial,,689.5296564,4.579,5421,638.2518274,237.7277342,7,461.5368076
Purples,Financial,137.6352701,463.1862815,6.328,3672,473.9066945,62.44996395,8,543.1727638
Blues,Education,713.5010049,990.9872813,9.152,4848,185.8070558,687.8745423,13,134.7799713
Khakis,Environment,191.1036759,13.9166657,11.922,4078,36.58960154,834.7010352,12,4.319041276
Yellows,Education,-26.73513124,,7.043,6957,508.2312981,133.4762811,14,628.9301292
Purples,Education,145.0257454,328.1798926,3.046,6954,409.6055533,206.5581787,14,429.4806701
Blues,Education,463.4741025,945.0354902,4.938,9062,152.8316317,624.5373893,15,232.6715745
Greens,Environment,12.06721997,291.3551173,2.782,7218,545.4025845,267.811106,15,661.6437649
Blues,Healthcare,391.6349485,138.5230871,7.261,6739,467.5186649,366.7112506,10,447.4971844
Khakis,Education,117.6857755,93.13320113,10.902,5098,461.8640726,506.313257,16,201.0716252
Blues,Financial,566.236326,169.0642233,10.735,3265,424.4589771,352.5231775,10,595.1191685
Browns,Education,184.2092485,349.4994075,3.872,6128,399.9451888,199.0381721,10,416.6045545
Browns,Financial,122.4288209,309.9060289,0.884,9116,380.2865829,254.9728849,5,379.4008626
Khakis,Financial,158.7548975,111.062041,8.454,7546,119.9248454,665.1000671,11,117.0793292
Blues,Social,395.0362004,33.76396117,7.605,6395,732.3658213,521.2529694,10,481.7041187
Browns,Environment,191.5475323,337.1358334,6.087,3913,406.4503489,206.4847319,9,414.2114779
Khakis,Education,129.6591515,37.82042576,11.944,4056,53.94645839,810.6569079,15,5.438677659
Blues,Education,497.1597413,208.5881254,10.994,3006,81.01824811,714.2039142,16,999.6204979
